"year","month","lake_712529","lake_677013","lake_676761","lake_671117","lake_733649","lake_711481","lake_800698","month_code"
2018,3,562.9752,35.28,9.0441,0.0621,0.081,9e-04,5.0166,"Apr"
2018,4,577.3464,32.6889,9.171,0.072,0.0216,0,5.0499,"May"
2018,5,575.8083,31.41,9.1368,0.0702,0.0621,9e-04,4.7556,"Jun"
2018,6,572.4306,30.1428,8.9154,0.0747,9e-04,9e-04,NA,"Jul"
2018,7,NA,NA,NA,0.0918,NA,0.018,NA,"Aug"
2018,8,0,0,NA,0,NA,0,0,"Sep"
2018,9,0,0,0,0,0,0,0,"Oct"
2018,10,0,0,0,0,0,0,NA,"Nov"
2018,11,NA,NA,NA,0.0549,NA,0.1143,NA,"Dec"
2019,0,465.4368,30.2067,NA,0.0936,NA,0.2484,3.3543,"Jan"
2019,1,436.8744,37.4337,8.6535,0.0747,0.0981,0.6471,4.7178,"Feb"
2019,2,174.537,38.0691,8.5977,0.0738,0.0918,0.9549,4.8294,"Mar"
2019,3,568.6146,38.1627,9.126,0.0297,0.0819,2.7135,4.7178,"Apr"
2019,4,577.5228,35.9865,9.1548,0.0756,0.0864,2.6514,4.977,"May"
2019,5,574.2549,33.7077,9.1098,0.0756,0.072,0.0054,4.9248,"Jun"
2019,6,513.3483,35.6346,NA,0.0792,0.0882,9e-04,3.2301,"Jul"
2019,7,NA,34.776,NA,0.0801,NA,0.0369,NA,"Aug"
2019,8,0,0,0,0,NA,0,0,"Sep"
2019,9,0,0,0,0,0,0,0,"Oct"
2019,10,0,0,NA,0,0,0,0,"Nov"
2019,11,NA,33.741,NA,0.0846,NA,0.1593,NA,"Dec"
